"datasetID","forestRemnantID","decimalLatitude","decimalLongitude","forestRemnantAreaInHectares","matrixType","timeSinceIsolationInYears","firstYearSurvey"
"Martensen2012TAP","Alce",-23.85119925,-47.4603713,24.09,"terrestrial",NA,2005
"Martensen2012TAP","Antenor_Frag",-23.91993127,-47.45232393,2.82,"terrestrial",NA,2005
"Martensen2012TAP","Baleia",-23.88895796,-47.46038831,4.93,"terrestrial",NA,2005
"Martensen2012TAP","Bicudinho",-23.886172,-47.48320904,26.64,"terrestrial",NA,2005
"Martensen2012TAP","Cristo",-23.85130409,-47.47579157,126.97,"terrestrial",NA,2005
"Martensen2012TAP","Dn_Ivone",-23.85450103,-47.44917631,3.87,"terrestrial",NA,2005
"Martensen2012TAP","Eme",-23.87632457,-47.48037067,23.24,"terrestrial",NA,2005
"Martensen2012TAP","Estrada",-23.87368271,-47.4908037,4.5,"terrestrial",NA,2005
"Martensen2012TAP","Fuzue",-23.84378638,-47.44973052,20.76,"terrestrial",NA,2005
"Martensen2012TAP","Haras",-23.85751421,-47.42247746,3.5,"terrestrial",NA,2005
"Martensen2012TAP","Jeanzao",-23.86782027,-47.44377308,41.12,"terrestrial",NA,2005
"Martensen2012TAP","Jeanzinho",-23.90297199,-47.46573948,4.08,"terrestrial",NA,2005
"Martensen2012TAP","Linha",-23.86765905,-47.47195064,36.43,"terrestrial",NA,2005
"Martensen2012TAP","Medico",-23.91369847,-47.48015121,78.05,"terrestrial",NA,2005
"Martensen2012TAP","Odorico",-23.88076159,-47.43600577,156.5,"terrestrial",NA,2005
"Martensen2012TAP","Osasco",-23.90785534,-47.45390253,18.09,"terrestrial",NA,2005
"Martensen2012TAP","Professor",-23.91844341,-47.46969586,27.84,"terrestrial",NA,2005
"Martensen2012TAP","Teomar",-23.83355604,-47.44650598,82.85,"terrestrial",NA,2005
"Martensen2012TAP","Torres",-23.89301053,-47.47896111,3.83,"terrestrial",NA,2005
"Mendenhall2016","CAGO",8.753766,-82.925589,81,"terrestrial",37,2007
"Mendenhall2016","COPA",8.778054,-82.956203,5,"terrestrial",37,2007
"Mendenhall2016","GAPA",8.805852,-82.973366,27,"terrestrial",37,2007
"Mendenhall2016","LOAN",8.783447,-82.938689,4,"terrestrial",37,2007
"Mendenhall2016","PANA",8.781805,-82.896984,42,"terrestrial",37,2007
"Mendenhall2016","PINO",8.844238,-82.969931,86,"terrestrial",37,2007
"Mendenhall2016","QUST",8.815192,-82.924079,22,"terrestrial",37,2007
"Mendenhall2016","RESERVE",8.7907,-82.969987,593,"terrestrial",37,2007
"Mendenhall2016","SARI",8.827918,-82.924172,134,"terrestrial",37,2007
"Moore2008","Abogado",9.198877,-79.859765,15,"aquatic",90,2001
"Moore2008","Abogado Oeste",9.195375,-79.862627,4.3,"aquatic",90,2001
"Moore2008","Bajo",9.184733,-79.830086,5,"aquatic",90,2001
"Moore2008","Barbacoa",9.125623,-79.793957,166,"aquatic",90,2001
"Moore2008","Barro Colorado",9.15757,-79.84824,1560,"aquatic",90,2001
"Moore2008","Bruja Chiquita",9.20977,-79.914161,17,"aquatic",90,2001
"Moore2008","Bruja Grande",9.217505,-79.91321,41,"aquatic",90,2001
"Moore2008","Cacao",9.219918,-79.843877,14.8,"aquatic",90,2001
"Moore2008","Frijoles",9.17433,-79.80078,102,"aquatic",90,2001
"Moore2008","Guacha",9.177849,-79.938919,20,"aquatic",90,2001
"Moore2008","Guanabano",9.211611,-79.891867,8.9,"aquatic",90,2001
"Moore2008","Juan Gallegos",9.223103,-79.860019,779,"aquatic",90,2001
"Moore2008","L",9.128333,-79.841602,7.3,"aquatic",90,2001
"Moore2008","Leon",9.226656,-79.893162,55,"aquatic",90,2001
"Moore2008","Lirio",9.244716,-79.838342,11.5,"aquatic",90,2001
"Moore2008","Mona Grita",9.13746,-79.83424,7.1,"aquatic",90,2001
"Moore2008","Orchid",9.17866,-79.84892,19,"aquatic",90,2001
"Moore2008","Panteon",9.213974,-79.915158,9.9,"aquatic",90,2001
"Moore2008","Pantera",9.236681,-79.91063,18,"aquatic",90,2001
"Moore2008","Pato Horqueta",9.207752,-79.9072,13.2,"aquatic",90,2001
"Moore2008","Puma",9.23564,-79.902939,83,"aquatic",90,2001
"Moore2008","Range",9.186792,-79.842022,3.8,"aquatic",90,2001
"Moore2008","Sobre Pato Horqueta",9.210924,-79.906133,5.9,"aquatic",90,2001
"Moore2008","Steep",9.187078,-79.837583,7.6,"aquatic",90,2001
"Moore2008","Tigre",9.231025,-79.910776,38,"aquatic",90,2001
"Moore2008","Tres Almendras Grande",9.204796,-79.847512,9.3,"aquatic",90,2001
"Moore2008","Tres Almendras Oeste",9.205213,-79.850886,4.1,"aquatic",90,2001
"Moore2008","Triangle",9.181613,-79.833486,1.6,"aquatic",90,2001
"Moore2008","Trinidad",9.198269,-79.930683,23,"aquatic",90,2001
"Morante-Filho2015","112",-15.991732,-39.380442,2330.787,"terrestrial",NA,2013
"Morante-Filho2015","116_1",-15.849776,-39.361869,5.26144,"terrestrial",NA,2013
"Morante-Filho2015","116_3",-15.857553,-39.355056,82.42581,"terrestrial",NA,2013
"Morante-Filho2015","116_4",-15.866612,-39.354754,34.55455,"terrestrial",NA,2013
"Morante-Filho2015","118",-15.792944,-39.369574,58.98219,"terrestrial",NA,2013
"Morante-Filho2015","120_1",-15.728039,-39.382412,232.31442,"terrestrial",NA,2013
"Morante-Filho2015","120_2",-15.714897,-39.364617,4.42495,"terrestrial",NA,2013
"Morante-Filho2015","120_3",-15.705916,-39.356248,49.97889,"terrestrial",NA,2013
"Morante-Filho2015","131_2",-15.961964,-39.32956,2.11672,"terrestrial",NA,2013
"Morante-Filho2015","131_3",-15.953927,-39.318054,14.65589,"terrestrial",NA,2013
"Morante-Filho2015","171_1",-15.818562,-39.243959,684.29203,"terrestrial",NA,2013
"Morante-Filho2015","187",-15.894553,-39.23866,913.60767,"terrestrial",NA,2013
"Morante-Filho2015","46_1",-15.775019,-39.503708,5.06332,"terrestrial",NA,2013
"Morante-Filho2015","46_2",-15.800524,-39.5066,10.2591,"terrestrial",NA,2013
"Morante-Filho2015","64_2",-15.781997,-39.484595,5.9912,"terrestrial",NA,2013
"Morante-Filho2015","64_3",-15.790636,-39.498145,4.68316,"terrestrial",NA,2013
"Nasruddin-Roshidi2021","Is1",5.182293,102.565679,4.502,"aquatic",3,2017
"Nasruddin-Roshidi2021","Is2",5.176972,102.553379,3.123,"aquatic",3,2017
"Nasruddin-Roshidi2021","Is3",5.183656,102.554095,3.827,"aquatic",3,2017
"Nasruddin-Roshidi2021","Is4",5.173174,102.564247,23.766,"aquatic",3,2017
"Nasruddin-Roshidi2021","Is5",5.152579,102.557292,3.007,"aquatic",3,2017
"Nasruddin-Roshidi2021","Is6",5.146932,102.558462,7.906,"aquatic",3,2017
"Nasruddin-Roshidi2021","Is7",5.142109,102.560224,1.602,"aquatic",3,2017
"Oliveira2020","F1",-10.55795,-36.71073,241.18,"terrestrial",NA,2017
"Oliveira2020","F10",-10.57096,-36.74198,0.73,"terrestrial",NA,2017
"Oliveira2020","F2",-10.55521,-36.73927,166.89,"terrestrial",NA,2017
"Oliveira2020","F3",-10.54538,-36.74195,161.57,"terrestrial",NA,2017
"Oliveira2020","F4",-10.5685,-36.73785,29.49,"terrestrial",NA,2017
"Oliveira2020","F5",-10.56032,-36.74515,12.03,"terrestrial",NA,2017
"Oliveira2020","F6",-10.56906,-36.74358,3.57,"terrestrial",NA,2017
"Oliveira2020","F7",-10.56736,-36.74538,2.49,"terrestrial",NA,2017
"Oliveira2020","F8",-10.57264,-36.74515,1.33,"terrestrial",NA,2017
"Oliveira2020","F9",-10.57312,-36.74281,1.27,"terrestrial",NA,2017
"Ribon2003","M1",-20.73497222,-42.85322222,1,"terrestrial",NA,1996
"Ribon2003","M10",-20.72705556,-42.84072222,5.6,"terrestrial",NA,1996
"Ribon2003","M11",-20.82925,-42.86111111,6.4,"terrestrial",NA,1996
"Ribon2003","M12",-20.81594444,-42.86505556,6.4,"terrestrial",NA,1996
"Ribon2003","M13",-20.82702778,-42.84777778,6.6,"terrestrial",NA,1996
"Ribon2003","M14",-20.79952778,-42.91586111,7.6,"terrestrial",NA,1996
"Ribon2003","M15",-20.77013889,-42.84269444,8,"terrestrial",NA,1996
"Ribon2003","M16",-20.72172222,-42.86202778,8.2,"terrestrial",NA,1996
"Ribon2003","M17",-20.72063889,-42.81747222,9.4,"terrestrial",NA,1996
"Ribon2003","M18",-20.73013889,-42.85380556,10.1,"terrestrial",NA,1996
"Ribon2003","M19",-20.76344444,-42.86411111,10.7,"terrestrial",NA,1996
"Ribon2003","M2",-20.72063889,-42.84,1.3,"terrestrial",NA,1996
"Ribon2003","M20",-20.72461111,-42.86127778,10.8,"terrestrial",NA,1996
"Ribon2003","M21",-20.78066667,-42.83694444,10.9,"terrestrial",NA,1996
"Ribon2003","M22",-20.74327778,-42.83058333,12.2,"terrestrial",NA,1996
"Ribon2003","M23",-20.78663889,-42.88125,17.8,"terrestrial",NA,1996
"Ribon2003","M24",-20.72255556,-42.92427778,27.6,"terrestrial",NA,1996
"Ribon2003","M25",-20.79530556,-42.846,38.8,"terrestrial",NA,1996
"Ribon2003","M26",-20.81938889,-42.90458333,45.1,"terrestrial",NA,1996
"Ribon2003","M27",-20.76572222,-42.84633333,49.9,"terrestrial",NA,1996
"Ribon2003","M28",-20.73613889,-42.84005556,50.4,"terrestrial",NA,1996
"Ribon2003","M29",-20.76658333,-42.87633333,63.3,"terrestrial",NA,1996
"Ribon2003","M3",-20.78225,-42.894,1.7,"terrestrial",NA,1996
"Ribon2003","M30",-20.78033333,-42.81947222,66.2,"terrestrial",NA,1996
"Ribon2003","M31",-20.76422222,-42.85325,66.8,"terrestrial",NA,1996
"Ribon2003","M32",-20.74472222,-42.9005,70.8,"terrestrial",NA,1996
"Ribon2003","M33",-20.75647222,-42.86030556,75,"terrestrial",NA,1996
"Ribon2003","M34",-20.74708333,-42.91427778,76.7,"terrestrial",NA,1996
"Ribon2003","M35",-20.78394444,-42.91977778,86.2,"terrestrial",NA,1996
"Ribon2003","M36",-20.83247222,-42.93347222,120,"terrestrial",NA,1996
"Ribon2003","M37",-20.7265,-42.89027778,158.9,"terrestrial",NA,1996
"Ribon2003","M38",-20.77975,-42.92333333,160.1,"terrestrial",NA,1996
"Ribon2003","M39",-20.79297222,-42.88947222,181.2,"terrestrial",NA,1996
"Ribon2003","M4",-20.71852778,-42.83808333,2.1,"terrestrial",NA,1996
"Ribon2003","M40",-20.75075,-42.93147222,240,"terrestrial",NA,1996
"Ribon2003","M41",-20.80219444,-42.85819444,384.5,"terrestrial",NA,1996
"Ribon2003","M5",-20.81452778,-42.86347222,2.8,"terrestrial",NA,1996
"Ribon2003","M6",-20.80777778,-42.87880556,3,"terrestrial",NA,1996
"Ribon2003","M7",-20.82277778,-42.85002778,3.6,"terrestrial",NA,1996
"Ribon2003","M8",-20.78430556,-42.89380556,4.1,"terrestrial",NA,1996
"Ribon2003","M9",-20.81508333,-42.92102778,5,"terrestrial",NA,1996
"Ruiz-Gutierrez2010","Cedeno",8.758542,-82.924969,15,"terrestrial",34,2004
"Ruiz-Gutierrez2010","Fragment 5",8.787553,-82.992616,25,"terrestrial",34,2004
"Ruiz-Gutierrez2010","Fragment 9",8.784285,-82.953712,20,"terrestrial",34,2004
"Ruiz-Gutierrez2010","Las Cruces",8.794405,-82.971978,224,"terrestrial",34,2004
"Ruiz-Gutierrez2010","Loma Linda",8.73666,-82.92584,35,"terrestrial",34,2004
"Ruiz-Gutierrez2010","Muneco",8.763218,-82.936953,1.4,"terrestrial",34,2004
"Ruiz-Gutierrez2010","Sabalito",8.824293,-82.918407,20,"terrestrial",34,2004
"Silveira2003","F1",-9.383333333,-35.61666667,80,"terrestrial",NA,2001
"Silveira2003","F10",-9.433333333,-35.68333333,500,"terrestrial",NA,2001
"Silveira2003","F11",-8.966666667,-36.1,300,"terrestrial",NA,2001
"Silveira2003","F12",-9,-35.86666667,800,"terrestrial",NA,2001
"Silveira2003","F13",-9.116666667,-35.56666667,100,"terrestrial",NA,2001
"Silveira2003","F14",-9.216666667,-35.5,80,"terrestrial",NA,2001
"Silveira2003","F15",-9.216666667,-35.51666667,100,"terrestrial",NA,2001
"Silveira2003","F2",-9.383333333,-35.58333333,25,"terrestrial",NA,2001
"Silveira2003","F3",-10.05,-36.26666667,337,"terrestrial",NA,2001
"Silveira2003","F4",-10,-36.26666667,458,"terrestrial",NA,2001
"Silveira2003","F5",-10.05,-36.26666667,454,"terrestrial",NA,2001
"Silveira2003","F6",-9.533333333,-35.83333333,400,"terrestrial",NA,2001
"Silveira2003","F7",-9.233333333,-35.78333333,300,"terrestrial",NA,2001
"Silveira2003","F8",-9.516666667,-35.9,500,"terrestrial",NA,2001
"Silveira2003","F9",-9.366666667,-35.71666667,100,"terrestrial",NA,2001
"Stouffer2011","f1104",-2.40525,-59.8758,2.8,"terrestrial",27,2007
"Stouffer2011","f1112",-2.386584,-59.87446,1.6,"terrestrial",24,2007
"Stouffer2011","f1202",-2.40375,-59.8711,13,"terrestrial",27,2007
"Stouffer2011","f1207",-2.381905,-59.87041,11.2,"terrestrial",24,2007
"Stouffer2011","f2107",-2.33663,-60.1011,1.8,"terrestrial",23,2007
"Stouffer2011","f2108",-2.3367,-60.1086,1.1,"terrestrial",23,2007
"Stouffer2011","f2206",-2.33574,-60.1134,10.7,"terrestrial",23,2007
"Stouffer2011","f2303",-2.34183,-60.0948,98.1,"terrestrial",17,2007
"Stouffer2011","f3114",-2.37202,-59.9697,1.6,"terrestrial",24,2007
"Stouffer2011","f3209",-2.35426,-59.9575,11,"terrestrial",24,2007
"Stouffer2011","f3304",-2.36487,-59.9733,101.2,"terrestrial",24,2007
"Uezu2011","C",-22.51381082,-52.32508648,35396.1,"terrestrial",25,2003
"Uezu2011","G1",-22.33859561,-52.39034076,420.7,"terrestrial",25,2003
"Uezu2011","G2",-22.1503215,-52.26859535,448.5,"terrestrial",25,2003
"Uezu2011","G3",-22.32753956,-52.32726578,471.1,"terrestrial",25,2003
"Uezu2011","G4",-22.23939375,-52.30601501,478.4,"terrestrial",25,2003
"Uezu2011","G5",-22.28357112,-52.33149188,1148.6,"terrestrial",25,2003
"Uezu2011","G6",-22.41556784,-52.51238464,1274.7,"terrestrial",25,2003
"Uezu2011","G7",-22.47969743,-52.46993891,1736.2,"terrestrial",25,2003
"Uezu2011","M1",-22.5267042,-52.39954562,110,"terrestrial",25,2003
"Uezu2011","M2",-22.29456834,-52.38424803,124.2,"terrestrial",25,2003
"Uezu2011","M3",-22.53552047,-52.64483331,129.8,"terrestrial",25,2003
"Uezu2011","M4",-22.60844457,-52.51382375,153.6,"terrestrial",25,2003
"Uezu2011","M5",-22.3899357,-52.6740883,172.2,"terrestrial",25,2003
"Uezu2011","M6",-22.27246112,-52.51466162,185.3,"terrestrial",25,2003
"Uezu2011","M7",-22.52658497,-52.06068475,217.7,"terrestrial",25,2003
"Uezu2011","P1",-22.36136861,-52.25992471,28.3,"terrestrial",25,2003
"Uezu2011","P2",-22.4821878,-52.18696037,38.5,"terrestrial",25,2003
"Uezu2011","P3",-22.33975803,-52.45963312,55.4,"terrestrial",25,2003
"Uezu2011","P4",-22.09366569,-52.31687973,71.2,"terrestrial",25,2003
"Uezu2011","P5",-22.36949271,-52.62728915,60.7,"terrestrial",25,2003
"Uezu2011","P6",-22.36417341,-52.34107586,73.4,"terrestrial",25,2003
"Uezu2011","P7",-22.43304048,-52.4146886,77.5,"terrestrial",25,2003
"Ulrich2016","Chawia",-3.483743735,38.34456076,90.25,"terrestrial",200,1996
"Ulrich2016","Fururu",-3.432946889,38.33845861,8.04,"terrestrial",200,1996
"Ulrich2016","Kichuchenyi",-3.429551326,38.35356431,1.28,"terrestrial",200,1996
"Ulrich2016","Macha",-3.421482072,38.35962971,3.42,"terrestrial",200,1996
"Ulrich2016","Mbololo",-3.326960735,38.45217338,178.79,"terrestrial",200,1996
"Ulrich2016","Mwachora",-3.419384126,38.36910813,2.31,"terrestrial",200,1996
"Ulrich2016","Ndiwenyi",-3.440212396,38.34294481,3.76,"terrestrial",200,1996
"Ulrich2016","Ngangao",-3.361513479,38.3421666,146.93,"terrestrial",200,1996
"Ulrich2016","Ronge",-3.357505628,38.43239415,14.81,"terrestrial",200,1996
"Ulrich2016","Vuria",-3.412741441,38.29946501,6.99,"terrestrial",200,1996
"Ulrich2016","Wundanyi",-3.40347421,38.35808415,1.14,"terrestrial",200,1996
"Ulrich2016","Yale",-3.401681532,38.3301846,3.94,"terrestrial",200,1996
"Wang2012","i1",29.51983333,118.8738611,1289.23,"aquatic",48,2007
"Wang2012","i10",29.50052778,118.8858333,2.9,"aquatic",48,2007
"Wang2012","i11",29.49858333,118.9038611,2.83,"aquatic",48,2007
"Wang2012","i12",29.49605556,118.90625,2.29,"aquatic",48,2007
"Wang2012","i13",29.54952778,118.9104722,2.23,"aquatic",48,2007
"Wang2012","i14",29.56758333,118.8950278,2,"aquatic",48,2007
"Wang2012","i15",29.61252778,118.9501111,1.93,"aquatic",48,2007
"Wang2012","i16",29.50347222,118.8919722,1.74,"aquatic",48,2007
"Wang2012","i17",29.49538889,118.9092778,1.54,"aquatic",48,2007
"Wang2012","i18",29.56688889,118.89025,1.52,"aquatic",48,2007
"Wang2012","i19",29.50780556,118.8234722,1.52,"aquatic",48,2007
"Wang2012","i2",29.50838889,118.81925,143.19,"aquatic",48,2007
"Wang2012","i20",29.52072222,118.8274167,1.4,"aquatic",48,2007
"Wang2012","i21",29.48216667,118.9154167,1.26,"aquatic",48,2007
"Wang2012","i22",29.49013889,118.9004167,1.2,"aquatic",48,2007
"Wang2012","i23",29.50313889,118.8903889,1.2,"aquatic",48,2007
"Wang2012","i24",29.50533333,118.8940833,1.17,"aquatic",48,2007
"Wang2012","i25",29.57988889,118.912,1.15,"aquatic",48,2007
"Wang2012","i26",29.57688889,118.9273611,1.03,"aquatic",48,2007
"Wang2012","i27",29.51363889,118.8214444,1.01,"aquatic",48,2007
"Wang2012","i28",29.52930556,118.9226667,1.01,"aquatic",48,2007
"Wang2012","i29",29.493,118.9034444,0.97,"aquatic",48,2007
"Wang2012","i3",29.51941667,118.9210833,109.03,"aquatic",48,2007
"Wang2012","i30",29.55188889,118.9072778,0.96,"aquatic",48,2007
"Wang2012","i31",29.61422222,118.9619444,0.91,"aquatic",48,2007
"Wang2012","i32",29.53011111,118.9216944,0.86,"aquatic",48,2007
"Wang2012","i33",29.51516667,118.8225278,0.83,"aquatic",48,2007
"Wang2012","i34",29.61341667,118.9535833,0.83,"aquatic",48,2007
"Wang2012","i35",29.49297222,118.9194167,0.8,"aquatic",48,2007
"Wang2012","i36",29.52975,118.9245278,0.8,"aquatic",48,2007
"Wang2012","i37",29.56775,118.8976667,0.73,"aquatic",48,2007
"Wang2012","i38",29.57738889,118.9160556,0.67,"aquatic",48,2007
"Wang2012","i39",29.57783333,118.9095,0.59,"aquatic",48,2007
"Wang2012","i4",29.53097222,118.9401389,55.08,"aquatic",48,2007
"Wang2012","i40",29.49519444,118.90525,0.59,"aquatic",48,2007
"Wang2012","i41",29.54783333,118.9118889,0.57,"aquatic",48,2007
"Wang2012","i42",29.49377778,118.9031944,0.3,"aquatic",48,2007
"Wang2012","i5",29.49444444,118.8941944,46.37,"aquatic",48,2007
"Wang2012","i6",29.51469444,118.8493056,35.64,"aquatic",48,2007
"Wang2012","i7",29.53522222,118.9371667,32.29,"aquatic",48,2007
"Wang2012","i8",29.49583333,118.9117222,5.69,"aquatic",48,2007
"Wang2012","i9",29.61877778,118.9675556,3.42,"aquatic",48,2007
"Wethered2005","Gilboa-A",-29.275978,30.325393,273,"terrestrial",NA,1997
"Wethered2005","Gilboa-B",-29.261603,30.383462,149.5,"terrestrial",NA,1997
"Wethered2005","Gilboa-C",-29.223308,30.350848,105,"terrestrial",NA,1997
"Wethered2005","Gilboa-D",-29.258133,30.36054,81.48,"terrestrial",NA,1997
"Wethered2005","Gilboa-E",-29.265495,30.2928,37,"terrestrial",NA,1997
"Wethered2005","Gilboa-F",-29.229149,30.370154,13,"terrestrial",NA,1997
"Wethered2005","Gilboa-G",-29.224185,30.392867,3.6,"terrestrial",NA,1997
"Wethered2005","Gilboa-H",-29.224809,30.396057,1.7,"terrestrial",NA,1997
"Wethered2005","Gilboa-I",-29.226661,30.384454,0.5,"terrestrial",NA,1997
"Yong2011","Jelatang",4.985786,102.70814,184.7,"aquatic",21,2007
"Yong2011","Jerangau",4.969603,102.624805,146.8,"aquatic",21,2007
"Yong2011","K_Laban",5.009899,102.708602,45.8,"aquatic",21,2007
"Yong2011","Latak",4.974529,102.661194,9.9,"aquatic",21,2007
"Yong2011","Petelot",4.975073,102.719857,1.1,"aquatic",21,2007
"Yong2011","Yazid",4.976384,102.640016,14.9,"aquatic",21,2007
